92.37 ,124.87,115.44,106.98,152.42,88.02 ,154.52,139.48,122.93,143.41,153.34,134.84,139.18,169.70,157.44,150.33,180.53,160.09,226.53,115.94,236.64,163.84,173.88,174.24,173.89,254.36,172.83,147.99,223.14,116.78,214.66,256.14,114.69,138.50,214.56,185.07,268.32,188.58,238.44,281.67,120.99,187.04,191.00,209.28,199.21,159.73,257.47,130.47,174.22,241.61,162.79,208.77,257.60,202.07,166.05,249.96,283.13,164.72,160.53,319.59,220.98,175.62,298.57,272.90,259.95,249.84,197.90,202.84,267.66,219.05,290.59,250.66,282.51,314.79,264.25,191.70,137.55,214.33,318.19,276.47,182.09,299.27,183.22,277.73,206.87,217.37,308.20,208.23,149.14,236.78,170.69,197.20,200.26,230.19,271.49,211.69,221.77,345.87,216.51,212.08
103.23,71.52 ,100.04,139.99,97.01 ,102.18,189.52,78.68 ,150.16,102.89,145.23,158.82,107.40,185.28,131.34,124.37,143.48,126.83,210.84,185.67,195.39,222.61,157.69,163.53,145.48,151.98,136.47,152.58,106.38,219.38,252.49,121.81,218.36,247.91,215.57,152.67,170.57,130.26,211.32,234.16,173.78,268.46,218.87,195.42,238.32,211.15,201.27,176.06,140.42,264.11,247.58,278.39,234.44,248.46,162.93,147.61,246.75,243.74,230.83,269.26,243.10,145.25,205.59,196.75,182.54,215.34,220.83,243.28,256.26,265.30,278.73,171.19,179.34,189.36,228.96,166.13,223.08,219.31,249.94,256.97,174.01,207.17,219.07,212.37,185.61,165.67,239.76,274.47,207.67,293.67,302.05,282.75,267.87,244.33,214.26,303.51,165.03,223.99,191.62,297.75
114.23,124.68,129.34,141.26,117.60,128.20,99.11 ,173.40,154.89,124.71,154.38,125.18,154.83,169.05,157.43,184.04,177.35,120.16,169.05,185.39,190.06,157.85,197.73,134.72,190.55,133.63,243.84,212.03,157.61,144.96,177.12,132.88,129.83,283.05,174.15,266.65,196.37,268.83,137.60,170.50,271.56,257.85,295.66,296.82,205.20,140.82,235.98,149.80,205.30,230.91,231.82,244.81,201.74,215.74,169.75,270.79,213.67,159.08,233.94,227.38,245.88,194.01,228.62,262.03,241.51,285.54,217.38,241.69,304.50,203.13,260.14,265.39,226.28,294.88,212.51,252.18,187.68,272.15,279.05,256.85,261.66,221.97,185.90,292.56,263.68,286.10,152.77,278.48,154.13,205.70,218.22,196.32,149.00,238.36,215.70,206.26,203.34,310.40,235.22,207.16
134.74,133.36,161.56,107.44,124.37,118.78,80.74 ,106.19,111.43,156.74,170.86,130.68,180.37,111.96,134.71,137.06,197.48,175.09,206.88,131.56,121.40,154.76,159.33,175.22,200.78,136.52,157.89,114.33,216.93,236.36,183.36,104.44,261.77,151.23,141.69,216.68,193.58,235.68,255.13,232.17,252.40,195.68,229.66,139.47,152.84,168.38,165.79,263.07,206.67,200.95,230.26,184.97,178.75,312.30,181.67,224.78,185.26,332.21,208.49,172.94,307.50,195.94,228.87,263.61,182.20,227.74,239.13,227.79,209.36,264.58,271.84,170.84,245.25,296.03,190.24,177.06,137.17,190.45,242.12,196.28,253.97,175.53,145.96,189.99,281.98,194.00,206.09,276.48,214.70,246.43,287.56,217.37,311.14,179.76,289.14,288.67,295.61,201.73,326.36,268.22
116.41,136.32,100.76,133.42,131.86,129.66,163.72,135.25,141.76,120.79,136.45,153.71,171.47,182.31,225.99,144.40,136.33,142.61,150.92,217.50,211.56,216.85,102.33,122.78,208.66,213.21,265.04,189.48,189.81,138.97,194.54,159.83,253.74,276.03,215.69,198.16,277.50,134.46,122.39,135.60,236.95,204.97,259.70,160.03,261.31,132.48,224.54,248.98,234.22,150.96,217.08,196.24,263.43,162.94,215.01,233.80,142.02,230.40,173.48,254.99,167.20,189.44,208.14,160.21,153.55,173.55,146.06,173.61,271.07,321.18,182.63,159.90,207.25,206.76,280.00,198.50,223.74,228.22,253.15,149.68,248.45,205.20,191.81,188.38,127.43,260.59,326.07,314.36,352.73,287.26,294.41,279.40,233.81,245.84,291.91,314.27,232.64,289.12,184.42,260.29
71.94 ,122.56,88.24 ,97.52 ,152.83,96.50 ,120.96,170.14,198.39,157.74,136.66,128.55,129.47,105.34,156.81,154.02,183.39,114.81,122.19,185.04,159.92,196.89,133.67,189.30,180.24,174.48,218.07,205.46,227.90,207.55,211.28,197.39,152.44,224.86,153.45,166.56,134.46,264.62,275.66,233.79,145.35,220.40,237.32,128.36,236.00,259.94,225.19,237.08,290.87,278.68,288.37,258.28,233.40,243.42,260.44,242.55,276.98,208.58,269.85,247.18,231.75,246.09,244.27,238.28,275.89,149.18,214.87,149.40,190.11,157.52,145.70,199.95,273.01,252.83,174.46,274.88,173.59,196.91,150.22,255.91,147.15,252.17,205.61,189.25,179.70,285.56,205.13,175.24,192.91,208.17,145.46,276.58,192.37,308.03,186.37,241.94,328.68,262.65,303.25,209.89
76.38 ,161.95,127.56,110.80,125.89,120.85,96.60 ,114.58,142.11,216.27,192.15,146.86,147.62,200.40,170.42,151.40,174.24,129.75,189.48,119.67,150.97,209.22,177.60,190.68,226.65,215.98,121.35,124.08,168.02,205.54,175.75,218.79,196.47,268.44,227.71,158.02,154.79,290.86,282.13,121.63,221.20,243.32,164.01,217.72,272.17,246.32,239.32,205.02,154.45,184.77,231.97,155.02,188.75,188.55,275.28,264.54,124.60,204.09,284.14,265.37,286.74,221.03,296.71,294.11,303.86,204.51,126.18,157.36,238.90,173.03,267.58,284.85,273.66,218.60,161.18,251.40,215.38,182.01,228.75,199.94,210.00,205.22,261.79,277.34,267.47,166.64,259.57,321.23,318.19,304.59,233.63,265.20,262.90,143.08,201.21,303.75,303.54,215.94,201.23,178.18
82.42 ,79.86 ,102.81,138.55,127.47,170.59,128.58,88.59 ,203.50,140.52,140.34,167.75,159.68,169.78,159.29,98.66 ,175.02,120.44,232.77,196.22,197.17,203.49,204.59,252.79,150.55,224.33,231.70,108.56,232.50,132.25,147.72,125.92,156.24,144.07,233.46,208.19,218.22,128.38,254.56,222.87,154.04,140.89,198.58,252.50,270.52,300.72,216.23,151.89,263.15,301.64,287.98,176.97,260.41,170.38,184.91,188.01,227.05,213.54,241.42,145.27,204.78,162.12,241.99,246.04,228.69,164.78,193.27,175.29,234.37,207.75,188.80,164.47,321.79,339.82,283.59,204.78,161.76,227.02,160.41,162.97,218.79,237.45,243.32,246.99,285.75,241.97,225.89,149.24,218.19,192.19,167.69,222.09,174.09,163.38,277.12,300.12,314.88,142.84,286.01,161.53
106.38,84.63 ,96.87 ,157.28,122.26,153.53,109.23,121.27,162.51,140.72,169.13,142.26,112.51,155.15,115.30,173.53,171.01,151.70,158.29,113.72,229.10,193.47,201.62,148.96,200.83,218.48,159.38,213.10,198.56,174.92,244.95,139.83,167.66,115.94,164.22,254.21,264.05,180.69,223.58,135.31,172.19,205.25,153.34,126.37,262.82,143.69,192.43,202.60,162.62,233.00,175.70,151.04,263.44,147.58,216.65,260.46,278.87,249.84,184.23,235.99,147.79,166.68,279.19,184.35,238.98,197.23,175.80,185.77,143.78,191.43,251.63,231.68,193.46,265.39,210.32,222.46,145.08,272.31,214.69,239.57,272.21,175.50,313.15,231.52,252.02,269.48,226.65,259.19,166.57,269.29,272.50,195.85,262.62,175.99,203.95,221.97,179.67,287.93,249.66,224.92
98.47 ,129.03,137.21,101.93,187.76,185.87,144.85,88.48 ,101.04,135.89,140.63,144.45,163.38,124.99,191.27,186.73,104.18,177.32,180.18,200.01,127.37,200.11,168.53,181.30,134.99,232.41,134.62,206.10,200.58,213.20,168.10,132.85,251.83,235.09,147.06,180.99,239.46,166.35,244.70,136.48,214.50,131.07,208.68,233.46,228.97,228.86,255.94,207.27,283.04,191.56,148.66,183.99,159.04,316.78,236.01,244.99,144.86,162.78,275.98,205.99,219.73,241.90,136.58,191.21,246.72,281.74,240.07,177.50,192.58,217.01,263.53,291.54,304.31,232.82,193.39,214.92,260.51,173.15,265.09,221.35,273.62,182.46,172.12,190.34,260.01,317.87,268.60,234.72,297.69,164.77,201.52,205.42,260.84,185.24,234.72,190.05,217.06,181.69,211.60,137.27
